id,Name,Type 1 Type 2,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Stage
324,Torkoal,Fire ,Fire,,470,70,85,140,85,70,20,3,FALSE,
325,Spoink,Psychic ,Psychic,,330,60,25,35,70,80,60,3,FALSE,
326,Grumpig,Psychic ,Psychic,,470,80,45,65,90,110,80,3,FALSE,
327,Spinda,Normal ,Normal,,360,60,60,60,60,60,60,3,FALSE,
328,Trapinch,Ground ,Ground,,290,45,100,45,45,45,10,3,FALSE,
329,Vibrava,Ground Dragon,Ground,Dragon,340,50,70,50,50,50,70,3,FALSE,
330,Flygon,Ground Dragon,Ground,Dragon,520,80,100,80,80,80,100,3,FALSE,
331,Cacnea,Grass ,Grass,,335,50,85,40,85,40,35,3,FALSE,
332,Cacturne,Grass Dark,Grass,Dark,475,70,115,60,115,60,55,3,FALSE,
333,Swablu,Normal Flying,Normal,Flying,310,45,40,60,40,75,50,3,FALSE,
334,Altaria,Dragon Flying,Dragon,Flying,490,75,70,90,70,105,80,3,FALSE,
335,Zangoose,Normal ,Normal,,458,73,115,60,60,60,90,3,FALSE,
336,Seviper,Poison ,Poison,,458,73,100,60,100,60,65,3,FALSE,
337,Lunatone,Rock Psychic,Rock,Psychic,440,70,55,65,95,85,70,3,FALSE,
338,Solrock,Rock Psychic,Rock,Psychic,440,70,95,85,55,65,70,3,FALSE,
339,Barboach,Water Ground,Water,Ground,288,50,48,43,46,41,60,3,FALSE,
340,Whiscash,Water Ground,Water,Ground,468,110,78,73,76,71,60,3,FALSE,
341,Corphish,Water ,Water,,308,43,80,65,50,35,35,3,FALSE,
342,Crawdaunt,Water Dark,Water,Dark,468,63,120,85,90,55,55,3,FALSE,
343,Baltoy,Ground Psychic,Ground,Psychic,300,40,40,55,40,70,55,3,FALSE,
344,Claydol,Ground Psychic,Ground,Psychic,500,60,70,105,70,120,75,3,FALSE,
345,Lileep,Rock Grass,Rock,Grass,355,66,41,77,61,87,23,3,FALSE,
346,Cradily,Rock Grass,Rock,Grass,495,86,81,97,81,107,43,3,FALSE,
347,Anorith,Rock Bug,Rock,Bug,355,45,95,50,40,50,75,3,FALSE,
348,Armaldo,Rock Bug,Rock,Bug,495,75,125,100,70,80,45,3,FALSE,
349,Feebas,Water ,Water,,200,20,15,20,10,55,80,3,FALSE,
350,Milotic,Water ,Water,,540,95,60,79,100,125,81,3,FALSE,
351,Castform,Normal ,Normal,,420,70,70,70,70,70,70,3,FALSE,
352,Kecleon,Normal ,Normal,,440,60,90,70,60,120,40,3,FALSE,
353,Shuppet,Ghost ,Ghost,,295,44,75,35,63,33,45,3,FALSE,
354,Banette,Ghost ,Ghost,,455,64,115,65,83,63,65,3,FALSE,
355,Duskull,Ghost ,Ghost,,295,20,40,90,30,90,25,3,FALSE,
356,Dusclops,Ghost ,Ghost,,455,40,70,130,60,130,25,3,FALSE,
357,Tropius,Grass Flying,Grass,Flying,460,99,68,83,72,87,51,3,FALSE,
358,Chimecho,Psychic ,Psychic,,425,65,50,70,95,80,65,3,FALSE,
359,Absol,Dark ,Dark,,465,65,130,60,75,60,75,3,FALSE,
360,Wynaut,Psychic ,Psychic,,260,95,23,48,23,48,23,3,FALSE,
361,Snorunt,Ice ,Ice,,300,50,50,50,50,50,50,3,FALSE,
362,Glalie,Ice ,Ice,,480,80,80,80,80,80,80,3,FALSE,
363,Spheal,Ice Water,Ice,Water,290,70,40,50,55,50,25,3,FALSE,
364,Sealeo,Ice Water,Ice,Water,410,90,60,70,75,70,45,3,FALSE,
365,Walrein,Ice Water,Ice,Water,530,110,80,90,95,90,65,3,FALSE,
366,Clamperl,Water ,Water,,345,35,64,85,74,55,32,3,FALSE,
367,Huntail,Water ,Water,,485,55,104,105,94,75,52,3,FALSE,
368,Gorebyss,Water ,Water,,485,55,84,105,114,75,52,3,FALSE,
369,Relicanth,Water Rock,Water,Rock,485,100,90,130,45,65,55,3,FALSE,
370,Luvdisc,Water ,Water,,330,43,30,55,40,65,97,3,FALSE,
371,Bagon,Dragon ,Dragon,,300,45,75,60,40,30,50,3,FALSE,
372,Shelgon,Dragon ,Dragon,,420,65,95,100,60,50,50,3,FALSE,
373,Salamence,Dragon Flying,Dragon,Flying,600,95,135,80,110,80,100,3,FALSE,
374,Beldum,Steel Psychic,Steel,Psychic,300,40,55,80,35,60,30,3,FALSE,
375,Metang,Steel Psychic,Steel,Psychic,420,60,75,100,55,80,50,3,FALSE,
376,Metagross,Steel Psychic,Steel,Psychic,600,80,135,130,95,90,70,3,FALSE,
377,Regirock,Rock ,Rock,,580,80,100,200,50,100,50,3,TRUE,
378,Regice,Ice ,Ice,,580,80,50,100,100,200,50,3,TRUE,
379,Registeel,Steel ,Steel,,580,80,75,150,75,150,50,3,TRUE,
380,Latias,Dragon Psychic,Dragon,Psychic,600,80,80,90,110,130,110,3,TRUE,
381,Latios,Dragon Psychic,Dragon,Psychic,600,80,90,80,130,110,110,3,TRUE,
382,Kyogre,Water ,Water,,670,100,100,90,150,140,90,3,TRUE,
383,Groudon,Ground ,Ground,,670,100,150,140,100,90,90,3,TRUE,
384,Rayquaza,Dragon Flying,Dragon,Flying,680,105,150,90,150,90,95,3,TRUE,
385,Jirachi,Steel Psychic,Steel,Psychic,600,100,100,100,100,100,100,3,TRUE,
386,Deoxys Normal Forme,Psychic ,Psychic,,600,50,150,50,150,50,150,3,TRUE,
386.1,DeoxysAttack Forme,Psychic ,Psychic,,600,50,180,20,180,20,150,3,TRUE,
386.2,Deoxys Defense Forme,Psychic ,Psychic,,600,50,70,160,70,160,90,3,TRUE,
386.3,Deoxys Speed Forme,Psychic ,Psychic,,600,50,95,90,95,90,180,3,TRUE,
387,Turtwig,Grass ,Grass,,318,55,68,64,45,55,31,4,FALSE,
388,Grotle,Grass ,Grass,,405,75,89,85,55,65,36,4,FALSE,
389,Torterra,Grass Ground,Grass,Ground,525,95,109,105,75,85,56,4,FALSE,
390,Chimchar,Fire ,Fire,,309,44,58,44,58,44,61,4,FALSE,
391,Monferno,Fire Fighting,Fire,Fighting,405,64,78,52,78,52,81,4,FALSE,
392,Infernape,Fire Fighting,Fire,Fighting,534,76,104,71,104,71,108,4,FALSE,
393,Piplup,Water ,Water,,314,53,51,53,61,56,40,4,FALSE,
394,Prinplup,Water ,Water,,405,64,66,68,81,76,50,4,FALSE,
395,Empoleon,Water Steel,Water,Steel,530,84,86,88,111,101,60,4,FALSE,
396,Starly,Normal Flying,Normal,Flying,245,40,55,30,30,30,60,4,FALSE,
397,Staravia,Normal Flying,Normal,Flying,340,55,75,50,40,40,80,4,FALSE,
398,Staraptor,Normal Flying,Normal,Flying,485,85,120,70,50,60,100,4,FALSE,
399,Bidoof,Normal ,Normal,,250,59,45,40,35,40,31,4,FALSE,
400,Bibarel,Normal Water,Normal,Water,410,79,85,60,55,60,71,4,FALSE,
401,Kricketot,Bug ,Bug,,194,37,25,41,25,41,25,4,FALSE,
402,Kricketune,Bug ,Bug,,384,77,85,51,55,51,65,4,FALSE,
403,Shinx,Electric ,Electric,,263,45,65,34,40,34,45,4,FALSE,
404,Luxio,Electric ,Electric,,363,60,85,49,60,49,60,4,FALSE,
405,Luxray,Electric ,Electric,,523,80,120,79,95,79,70,4,FALSE,
406,Budew,Grass Poison,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,
407,Roserade,Grass Poison,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,
408,Cranidos,Rock ,Rock,,350,67,125,40,30,30,58,4,FALSE,
409,Rampardos,Rock ,Rock,,495,97,165,60,65,50,58,4,FALSE,
410,Shieldon,Rock Steel,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,
411,Bastiodon,Rock Steel,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,
412,Burmy,Bug ,Bug,,224,40,29,45,29,45,36,4,FALSE,
413,Wormadam Plant Cloak,Bug Grass,Bug,Grass,424,60,59,85,79,105,36,4,FALSE,
413.1,Wormadam Sandy Cloak,Bug Ground,Bug,Ground,424,60,79,105,59,85,36,4,FALSE,
413.2,Wormadam Trash Cloak,Bug Steel,Bug,Steel,424,60,69,95,69,95,36,4,FALSE,
414,Mothim,Bug Flying,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,
415,Combee,Bug Flying,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,
416,Vespiquen,Bug Flying,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,
417,Pachirisu,Electric ,Electric,,405,60,45,70,45,90,95,4,FALSE,
418,Buizel,Water ,Water,,330,55,65,35,60,30,85,4,FALSE,
419,Floatzel,Water ,Water,,495,85,105,55,85,50,115,4,FALSE,
420,Cherubi,Grass ,Grass,,275,45,35,45,62,53,35,4,FALSE,
421,Cherrim,Grass ,Grass,,450,70,60,70,87,78,85,4,FALSE,
422,Shellos,Water ,Water,,325,76,48,48,57,62,34,4,FALSE,
423,Gastrodon,Water Ground,Water,Ground,475,111,83,68,92,82,39,4,FALSE,
424,Ambipom,Normal ,Normal,,482,75,100,66,60,66,115,4,FALSE,
425,Drifloon,Ghost Flying,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,
426,Drifblim,Ghost Flying,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,
427,Buneary,Normal ,Normal,,350,55,66,44,44,56,85,4,FALSE,
428,Lopunny,Normal ,Normal,,480,65,76,84,54,96,105,4,FALSE,
429,Mismagius,Ghost ,Ghost,,495,60,60,60,105,105,105,4,FALSE,
430,Honchkrow,Dark Flying,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,
431,Glameow,Normal ,Normal,,310,49,55,42,42,37,85,4,FALSE,
432,Purugly,Normal ,Normal,,452,71,82,64,64,59,112,4,FALSE,
433,Chingling,Psychic ,Psychic,,285,45,30,50,65,50,45,4,FALSE,
434,Stunky,Poison Dark,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,
435,Skuntank,Poison Dark,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,
436,Bronzor,Steel Psychic,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,
437,Bronzong,Steel Psychic,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,
438,Bonsly,Rock ,Rock,,290,50,80,95,10,45,10,4,FALSE,
439,Mime Jr.,Psychic Fairy,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,
440,Happiny,Normal ,Normal,,220,100,5,5,15,65,30,4,FALSE,
441,Chatot,Normal Flying,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,
442,Spiritomb,Ghost Dark,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,
443,Gible,Dragon Ground,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,
444,Gabite,Dragon Ground,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,
445,Garchomp,Dragon Ground,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,
446,Munchlax,Normal ,Normal,,390,135,85,40,40,85,5,4,FALSE,
447,Riolu,Fighting ,Fighting,,285,40,70,40,35,40,60,4,FALSE,
448,Lucario,Fighting Steel,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,
449,Hippopotas,Ground ,Ground,,330,68,72,78,38,42,32,4,FALSE,
450,Hippowdon,Ground ,Ground,,525,108,112,118,68,72,47,4,FALSE,
451,Skorupi,Poison Bug,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,
452,Drapion,Poison Dark,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,
453,Croagunk,Poison Fighting,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,
454,Toxicroak,Poison Fighting,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,
455,Carnivine,Grass ,Grass,,454,74,100,72,90,72,46,4,FALSE,
456,Finneon,Water ,Water,,330,49,49,56,49,61,66,4,FALSE,
457,Lumineon,Water ,Water,,460,69,69,76,69,86,91,4,FALSE,
458,Mantyke,Water Flying,Water,Flying,345,45,20,50,60,120,50,4,FALSE,
459,Snover,Grass Ice,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,
460,Abomasnow,Grass Ice,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,
461,Weavile,Dark Ice,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,
462,Magnezone,Electric Steel,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,
463,Lickilicky,Normal ,Normal,,515,110,85,95,80,95,50,4,FALSE,
464,Rhyperior,Ground Rock,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,
465,Tangrowth,Grass ,Grass,,535,100,100,125,110,50,50,4,FALSE,
466,Electivire,Electric ,Electric,,540,75,123,67,95,85,95,4,FALSE,
467,Magmortar,Fire ,Fire,,540,75,95,67,125,95,83,4,FALSE,
468,Togekiss,Fairy Flying,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,
469,Yanmega,Bug Flying,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,
470,Leafeon,Grass ,Grass,,525,65,110,130,60,65,95,4,FALSE,
471,Glaceon,Ice ,Ice,,525,65,60,110,130,95,65,4,FALSE,
472,Gliscor,Ground Flying,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,
473,Mamoswine,Ice Ground,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,
474,Porygon-Z,Normal ,Normal,,535,85,80,70,135,75,90,4,FALSE,
475,Gallade,Psychic Fighting,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,
476,Probopass,Rock Steel,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,
477,Dusknoir,Ghost ,Ghost,,525,45,100,135,65,135,45,4,FALSE,
478,Froslass,Ice Ghost,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,
479,Rotom,Electric Ghost,Electric,Ghost,440,50,50,77,95,77,91,4,FALSE,
479.1,Heat Rotom,Electric Fire,Electric,Fire,520,50,65,107,105,107,86,4,FALSE,
479.2,Wash Rotom,Electric Water,Electric,Water,520,50,65,107,105,107,86,4,FALSE,
479.3,Frost Rotom,Electric Ice,Electric,Ice,520,50,65,107,105,107,86,4,FALSE,
479.4,Fan Rotom,Electric Flying,Electric,Flying,520,50,65,107,105,107,86,4,FALSE,
479.5,Mow Rotom,Electric Grass,Electric,Grass,520,50,65,107,105,107,86,4,FALSE,
480,Uxie,Psychic ,Psychic,,580,75,75,130,75,130,95,4,TRUE,
481,Mesprit,Psychic ,Psychic,,580,80,105,105,105,105,80,4,TRUE,
482,Azelf,Psychic ,Psychic,,580,75,125,70,125,70,115,4,TRUE,
483,Dialga,Steel Dragon,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,
484,Palkia,Water Dragon,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,
485,Heatran,Fire Steel,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,
486,Regigigas,Normal ,Normal,,670,110,160,110,80,110,100,4,TRUE,
487,Giratina Altered Forme,Ghost Dragon,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,
487.1,Giratina Origin Forme,Ghost Dragon,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,
488,Cresselia,Psychic ,Psychic,,600,120,70,120,75,130,85,4,FALSE,
489,Phione,Water ,Water,,480,80,80,80,80,80,80,4,FALSE,
490,Manaphy,Water ,Water,,600,100,100,100,100,100,100,4,FALSE,
491,Darkrai,Dark ,Dark,,600,70,90,90,135,90,125,4,TRUE,
492,Shaymin Land Forme,Grass ,Grass,,600,100,100,100,100,100,100,4,TRUE,
492.1,Shaymin Sky Forme,Grass Flying,Grass,Flying,600,100,103,75,120,75,127,4,TRUE,
493,Arceus,Normal ,Normal,,720,120,120,120,120,120,120,4,TRUE,
494,Victini,Psychic Fire,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,
495,Snivy,Grass ,Grass,,308,45,45,55,45,55,63,5,FALSE,
496,Servine,Grass ,Grass,,413,60,60,75,60,75,83,5,FALSE,
497,Serperior,Grass ,Grass,,528,75,75,95,75,95,113,5,FALSE,
498,Tepig,Fire ,Fire,,308,65,63,45,45,45,45,5,FALSE,
499,Pignite,Fire Fighting,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,
500,Emboar,Fire Fighting,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,
501,Oshawott,Water ,Water,,308,55,55,45,63,45,45,5,FALSE,
502,Dewott,Water ,Water,,413,75,75,60,83,60,60,5,FALSE,
503,Samurott,Water ,Water,,528,95,100,85,108,70,70,5,FALSE,
504,Patrat,Normal ,Normal,,255,45,55,39,35,39,42,5,FALSE,
505,Watchog,Normal ,Normal,,420,60,85,69,60,69,77,5,FALSE,
506,Lillipup,Normal ,Normal,,275,45,60,45,25,45,55,5,FALSE,
507,Herdier,Normal ,Normal,,370,65,80,65,35,65,60,5,FALSE,
508,Stoutland,Normal ,Normal,,500,85,110,90,45,90,80,5,FALSE,
509,Purrloin,Dark ,Dark,,281,41,50,37,50,37,66,5,FALSE,
510,Liepard,Dark ,Dark,,446,64,88,50,88,50,106,5,FALSE,
511,Pansage,Grass ,Grass,,316,50,53,48,53,48,64,5,FALSE,
512,Simisage,Grass ,Grass,,498,75,98,63,98,63,101,5,FALSE,
513,Pansear,Fire ,Fire,,316,50,53,48,53,48,64,5,FALSE,
514,Simisear,Fire ,Fire,,498,75,98,63,98,63,101,5,FALSE,
515,Panpour,Water ,Water,,316,50,53,48,53,48,64,5,FALSE,
516,Simipour,Water ,Water,,498,75,98,63,98,63,101,5,FALSE,
517,Munna,Psychic ,Psychic,,292,76,25,45,67,55,24,5,FALSE,
518,Musharna,Psychic ,Psychic,,487,116,55,85,107,95,29,5,FALSE,
519,Pidove,Normal Flying,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,
520,Tranquill,Normal Flying,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,
521,Unfezant,Normal Flying,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,
522,Blitzle,Electric ,Electric,,295,45,60,32,50,32,76,5,FALSE,
523,Zebstrika,Electric ,Electric,,497,75,100,63,80,63,116,5,FALSE,
524,Roggenrola,Rock ,Rock,,280,55,75,85,25,25,15,5,FALSE,
525,Boldore,Rock ,Rock,,390,70,105,105,50,40,20,5,FALSE,
526,Gigalith,Rock ,Rock,,515,85,135,130,60,80,25,5,FALSE,
527,Woobat,Psychic Flying,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,
528,Swoobat,Psychic Flying,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,
529,Drilbur,Ground ,Ground,,328,60,85,40,30,45,68,5,FALSE,
530,Excadrill,Ground Steel,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,
531,Audino,Normal ,Normal,,445,103,60,86,60,86,50,5,FALSE,
532,Timburr,Fighting ,Fighting,,305,75,80,55,25,35,35,5,FALSE,
533,Gurdurr,Fighting ,Fighting,,405,85,105,85,40,50,40,5,FALSE,
534,Conkeldurr,Fighting ,Fighting,,505,105,140,95,55,65,45,5,FALSE,
535,Tympole,Water ,Water,,294,50,50,40,50,40,64,5,FALSE,
536,Palpitoad,Water Ground,Water,Ground,384,75,65,55,65,55,69,5,FALSE,
537,Seismitoad,Water Ground,Water,Ground,509,105,95,75,85,75,74,5,FALSE,
538,Throh,Fighting ,Fighting,,465,120,100,85,30,85,45,5,FALSE,
539,Sawk,Fighting ,Fighting,,465,75,125,75,30,75,85,5,FALSE,
540,Sewaddle,Bug Grass,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,
541,Swadloon,Bug Grass,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,
542,Leavanny,Bug Grass,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,
543,Venipede,Bug Poison,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,
544,Whirlipede,Bug Poison,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,
545,Scolipede,Bug Poison,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,
546,Cottonee,Grass Fairy,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,
547,Whimsicott,Grass Fairy,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,
548,Petilil,Grass ,Grass,,280,45,35,50,70,50,30,5,FALSE,
549,Lilligant,Grass ,Grass,,480,70,60,75,110,75,90,5,FALSE,
550,Basculin,Water ,Water,,460,70,92,65,80,55,98,5,FALSE,
551,Sandile,Ground Dark,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,
552,Krokorok,Ground Dark,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,
553,Krookodile,Ground Dark,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,
554,Darumaka,Fire ,Fire,,315,70,90,45,15,45,50,5,FALSE,
555,Darmanitan Standard Mode,Fire ,Fire,,480,105,140,55,30,55,95,5,FALSE,
555.1,Darmanitan Zen Mode,Fire Psychic,Fire,Psychic,540,105,30,105,140,105,55,5,FALSE,
556,Maractus,Grass ,Grass,,461,75,86,67,106,67,60,5,FALSE,
557,Dwebble,Bug Rock,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,
558,Crustle,Bug Rock,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,
559,Scraggy,Dark Fighting,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,
560,Scrafty,Dark Fighting,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,
561,Sigilyph,Psychic Flying,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,
562,Yamask,Ghost ,Ghost,,303,38,30,85,55,65,30,5,FALSE,
563,Cofagrigus,Ghost ,Ghost,,483,58,50,145,95,105,30,5,FALSE,
564,Tirtouga,Water Rock,Water,Rock,355,54,78,103,53,45,22,5,FALSE,
565,Carracosta,Water Rock,Water,Rock,495,74,108,133,83,65,32,5,FALSE,
566,Archen,Rock Flying,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,
567,Archeops,Rock Flying,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,
568,Trubbish,Poison ,Poison,,329,50,50,62,40,62,65,5,FALSE,
569,Garbodor,Poison ,Poison,,474,80,95,82,60,82,75,5,FALSE,
570,Zorua,Dark ,Dark,,330,40,65,40,80,40,65,5,FALSE,
571,Zoroark,Dark ,Dark,,510,60,105,60,120,60,105,5,FALSE,
572,Minccino,Normal ,Normal,,300,55,50,40,40,40,75,5,FALSE,
573,Cinccino,Normal ,Normal,,470,75,95,60,65,60,115,5,FALSE,
574,Gothita,Psychic ,Psychic,,290,45,30,50,55,65,45,5,FALSE,
575,Gothorita,Psychic ,Psychic,,390,60,45,70,75,85,55,5,FALSE,
576,Gothitelle,Psychic ,Psychic,,490,70,55,95,95,110,65,5,FALSE,
577,Solosis,Psychic ,Psychic,,290,45,30,40,105,50,20,5,FALSE,
578,Duosion,Psychic ,Psychic,,370,65,40,50,125,60,30,5,FALSE,
579,Reuniclus,Psychic ,Psychic,,490,110,65,75,125,85,30,5,FALSE,
580,Ducklett,Water Flying,Water,Flying,305,62,44,50,44,50,55,5,FALSE,
581,Swanna,Water Flying,Water,Flying,473,75,87,63,87,63,98,5,FALSE,
582,Vanillite,Ice ,Ice,,305,36,50,50,65,60,44,5,FALSE,
583,Vanillish,Ice ,Ice,,395,51,65,65,80,75,59,5,FALSE,
584,Vanilluxe,Ice ,Ice,,535,71,95,85,110,95,79,5,FALSE,
585,Deerling,Normal Grass,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,
586,Sawsbuck,Normal Grass,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,
587,Emolga,Electric Flying,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,
588,Karrablast,Bug ,Bug,,315,50,75,45,40,45,60,5,FALSE,
589,Escavalier,Bug Steel,Bug,Steel,495,70,135,105,60,105,20,5,FALSE,
590,Foongus,Grass Poison,Grass,Poison,294,69,55,45,55,55,15,5,FALSE,
591,Amoonguss,Grass Poison,Grass,Poison,464,114,85,70,85,80,30,5,FALSE,
592,Frillish,Water Ghost,Water,Ghost,335,55,40,50,65,85,40,5,FALSE,
593,Jellicent,Water Ghost,Water,Ghost,480,100,60,70,85,105,60,5,FALSE,
594,Alomomola,Water ,Water,,470,165,75,80,40,45,65,5,FALSE,
595,Joltik,Bug Electric,Bug,Electric,319,50,47,50,57,50,65,5,FALSE,
596,Galvantula,Bug Electric,Bug,Electric,472,70,77,60,97,60,108,5,FALSE,
597,Ferroseed,Grass Steel,Grass,Steel,305,44,50,91,24,86,10,5,FALSE,
598,Ferrothorn,Grass Steel,Grass,Steel,489,74,94,131,54,116,20,5,FALSE,
599,Klink,Steel ,Steel,,300,40,55,70,45,60,30,5,FALSE,
600,Klang,Steel ,Steel,,440,60,80,95,70,85,50,5,FALSE,
601,Klinklang,Steel ,Steel,,520,60,100,115,70,85,90,5,FALSE,
602,Tynamo,Electric ,Electric,,275,35,55,40,45,40,60,5,FALSE,
603,Eelektrik,Electric ,Electric,,405,65,85,70,75,70,40,5,FALSE,
604,Eelektross,Electric ,Electric,,515,85,115,80,105,80,50,5,FALSE,
605,Elgyem,Psychic ,Psychic,,335,55,55,55,85,55,30,5,FALSE,
606,Beheeyem,Psychic ,Psychic,,485,75,75,75,125,95,40,5,FALSE,
607,Litwick,Ghost Fire,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE,
608,Lampent,Ghost Fire,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE,
609,Chandelure,Ghost Fire,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE,
610,Axew,Dragon ,Dragon,,320,46,87,60,30,40,57,5,FALSE,
611,Fraxure,Dragon ,Dragon,,410,66,117,70,40,50,67,5,FALSE,
612,Haxorus,Dragon ,Dragon,,540,76,147,90,60,70,97,5,FALSE,
613,Cubchoo,Ice ,Ice,,305,55,70,40,60,40,40,5,FALSE,
614,Beartic,Ice ,Ice,,485,95,110,80,70,80,50,5,FALSE,
615,Cryogonal,Ice ,Ice,,485,70,50,30,95,135,105,5,FALSE,
616,Shelmet,Bug ,Bug,,305,50,40,85,40,65,25,5,FALSE,
617,Accelgor,Bug ,Bug,,495,80,70,40,100,60,145,5,FALSE,
618,Stunfisk,Ground Electric,Ground,Electric,471,109,66,84,81,99,32,5,FALSE,
619,Mienfoo,Fighting ,Fighting,,350,45,85,50,55,50,65,5,FALSE,
620,Mienshao,Fighting ,Fighting,,510,65,125,60,95,60,105,5,FALSE,
621,Druddigon,Dragon ,Dragon,,485,77,120,90,60,90,48,5,FALSE,
622,Golett,Ground Ghost,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE,
623,Golurk,Ground Ghost,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE,
624,Pawniard,Dark Steel,Dark,Steel,340,45,85,70,40,40,60,5,FALSE,
625,Bisharp,Dark Steel,Dark,Steel,490,65,125,100,60,70,70,5,FALSE,
626,Bouffalant,Normal ,Normal,,490,95,110,95,40,95,55,5,FALSE,
627,Rufflet,Normal Flying,Normal,Flying,350,70,83,50,37,50,60,5,FALSE,
628,Braviary,Normal Flying,Normal,Flying,510,100,123,75,57,75,80,5,FALSE,
629,Vullaby,Dark Flying,Dark,Flying,370,70,55,75,45,65,60,5,FALSE,
630,Mandibuzz,Dark Flying,Dark,Flying,510,110,65,105,55,95,80,5,FALSE,
631,Heatmor,Fire ,Fire,,484,85,97,66,105,66,65,5,FALSE,
632,Durant,Bug Steel,Bug,Steel,484,58,109,112,48,48,109,5,FALSE,
633,Deino,Dark Dragon,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE,
634,Zweilous,Dark Dragon,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE,
635,Hydreigon,Dark Dragon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE,
